,task_type,prompt,quality_level,quality_score,grade,hallucination_risk,clarity,specificity,structure,constraints,decisions,prompt_length,prompt_word_count,custom_score_100,custom_grade,rank_band,has_keywords,keyword_count,keyword_density
17457,email,"Role: Sales development representative for legal solutions.

Task: Write cold outreach email sequence (5 emails) for legal prospects.

Instructions:
1. Personalized opening lines
2. Value proposition clarity
3. Social proof inclusion
4. Soft to direct CTAs

Constraints:
- Spam filter optimization
- A/B test variations
- Follow-up timing strategy

Output Format: Email templates with personalization fields.

Ref: 6646-LEG",high,86,B,0.22,4,4,4,4,No risk assessment | Specific deliverables mentioned,440,58,75.82,B,Good,0,0,0.0
17458,creative,"creative needed asap entertainment

Ref: 7804-ENT",low,28,F,0.17,1,2,2,2,No escalation path | Measurable outcomes stated | Inconsistent terminology | Reference materials cited,51,6,39.92,F,Very Poor,0,0,0.0
17459,data_analysis,"Task: data_analysis for legal project

Requirements:
- Cover basics
- Include visuals
- Make it engaging

Deadline is next week.

Company: Vertex Industries
Product: marketing interface
Ref: 2267-LEG",medium,79,C,0.59,2,2,4,2,No fallback options | Stakeholders identified,210,28,42.93,D,Poor,0,0,0.0
17460,presentation,"presentation journalism help

Audience: developers
Timeline: weekly
Ref: 9187-JOU",low,49,F,0.2,3,2,2,1,Compliance requirements listed | No accessibility considerations | Output format specified,85,9,43.4,D,Poor,0,0,0.0
17461,other,"other research help

Product: agriculture portal
Ref: 2699-RES",low,58,F,0.3,1,2,1,2,Timeline specified | Assumptions documented | Version control noted | Inconsistent terminology,65,8,33.81,F,Very Poor,0,0,0.0
17462,code,"Create a code about retail. Include some best practices and make it professional. Should be useful for a team meeting.

Company: Stellar Tech
Product: research framework
Ref: 6725-RET",medium,70,C,0.48,4,2,3,3,Stakeholders identified | Lacks prioritization | Comprehensive context provided,187,28,52.09,D,Poor,1,1,0.03571428571428571
17463,code,"code finance help

Product: journalism tool
Audience: employees
Timeline: next quarter
Ref: 1657-FIN",low,53,F,0.52,3,2,2,1,Professional tone maintained | No quality standards | Clear role definition,105,13,37.52,F,Very Poor,1,1,0.07692307692307693
17464,presentation,"presentation needed asap manufacturing

Ref: 6228-MAN",low,32,F,0.88,3,2,1,2,Strong constraints provided | Missing data source | No accessibility considerations | Scope clearly defined | Comprehensive context provided,55,6,30.8,F,Very Poor,0,0,0.0
17465,post,"Role: Social media manager for agriculture brand.

Task: Create LinkedIn content calendar for agriculture thought leadership.

Instructions:
1. 20 posts mixing formats (text, image, video, poll)
2. Industry trend commentary
3. Employee spotlight series
4. Engagement strategies

Constraints:
- Posting schedule (3x weekly)
- Brand voice guidelines
- Hashtag research included

Output Format: Content calendar spreadsheet with post copy.

Product: banking suite
Timeline: ASAP
Ref: 1269-AGR",high,100,A,0.63,5,4,4,4,No quality standards | Dependencies outlined,508,66,63.79,C,Average,0,0,0.0
17466,video,"Role: Professional video editor for telecommunications content.

Task: Edit a 3-minute promotional video for a telecommunications product launch.

Instructions:
1. Create dynamic opening sequence (5 seconds)
2. Include product demonstration footage
3. Add customer testimonials
4. Design compelling call-to-action ending

Constraints:
- 4K resolution output
- Color grade for premium feel
- Licensed music only

Output Format: Premiere Pro project with exported MP4.

Product: technology portal
Audience: clients
Timeline: Q2 2024
Ref: 4663-TEL",high,90,A,0.89,4,5,5,5,Professional tone maintained | No risk assessment | Lacks formatting guidance | Feedback mechanism included,564,73,58.91,C,Average,0,0,0.0
17467,post,"make post for work aerospace

Company: Apex Enterprises
Audience: analysts
Ref: 6322-AER",low,40,F,0.15,1,1,1,2,Lacks success criteria | No escalation path | Lacks formatting guidance,92,12,31.53,F,Very Poor,0,0,0.0
17468,report,"create something for technology using report

Audience: customers
Ref: 4965-TEC",low,27,F,0.18,2,2,1,2,Scope clearly defined | Lacks success criteria,82,10,39.52,F,Very Poor,0,0,0.0
17469,video,"Need assistance with video for journalism client. Key points to cover: overview, benefits, implementation. Thanks!

Company: Innovate Inc
Product: telecommunications framework
Audience: administrators
Ref: 2853-JOU",medium,72,C,0.51,4,2,3,2,Missing examples | Stakeholders identified | Inconsistent terminology | Vague objective statement,219,25,47.9,D,Poor,0,0,0.0
17470,other,"other aerospace help

Ref: 6694-AER",low,62,D,0.26,2,2,1,1,Timeline specified | Inconsistent terminology,37,5,34.31,F,Very Poor,0,0,0.0
17471,video,"Role: Documentary filmmaker covering legal topics.

Task: Produce a 10-minute documentary segment on legal innovations.

Instructions:
1. Research and fact-check all content
2. Interview industry experts (3-5 people)
3. Include B-roll footage
4. Add informational graphics

Constraints:
- Broadcast quality (4K)
- Closed captions required
- Fair use compliance

Output Format: Final Cut Pro project with masters.

Product: technology dashboard
Audience: stakeholders
Ref: 8757-LEG",high,94,A,0.23,5,4,4,5,Success metrics defined | Technical requirements clear | Reference materials cited,499,64,83.39,B,Good,0,0,0.0
17472,code,"make a code about manufacturing

Audience: analysts
Timeline: next quarter
Ref: 2135-MAN",low,21,F,0.56,1,2,1,1,No fallback options | Success metrics defined | Incomplete background info | Lacks formatting guidance,92,12,26.97,F,Very Poor,1,1,0.08333333333333333
17473,code,"Help me create a code focused on research. It needs to be clear and organized. Target audience is managers.

Company: Horizon Labs
Ref: 4007-RES",medium,80,B,0.5,3,2,3,2,Ambiguous target audience | Inconsistent terminology | Technical requirements clear | Clear role definition | Lacks formatting guidance,147,24,44.81,D,Poor,1,1,0.041666666666666664
17474,post,"Task: post for marketing project

Requirements:
- Cover basics
- Include visuals
- Make it engaging

Deadline is next week.

Company: Vertex Industries
Product: e-commerce interface
Audience: marketing team
Timeline: FY2024
Ref: 8127-MAR",medium,69,D,0.55,3,3,4,2,No fallback options | Missing budget context | Incomplete background info | No risk assessment | Compliance requirements listed,250,33,50.49,D,Poor,0,0,0.0
17475,post,"Role: Social media manager for nonprofit brand.

Task: Create LinkedIn content calendar for nonprofit thought leadership.

Instructions:
1. 20 posts mixing formats (text, image, video, poll)
2. Industry trend commentary
3. Employee spotlight series
4. Engagement strategies

Constraints:
- Posting schedule (3x weekly)
- Brand voice guidelines
- Hashtag research included

Output Format: Content calendar spreadsheet with post copy.

Company: Peak Performance
Ref: 2963-NON",high,97,A,0.32,5,4,4,4,Actionable instructions | Strong constraints provided | Compliance requirements listed | Detailed methodology included | Missing budget context,491,64,75.88,B,Good,0,0,0.0
17476,creative,"creative needed asap e-commerce

Company: Innovate Inc
Ref: 1467-E-C",low,50,F,0.2,1,2,2,2,No fallback options | No review process | Measurable outcomes stated,71,9,39.44,F,Very Poor,0,0,0.0
17477,post,"post request: legal focus area. Should explain concepts clearly with supporting data. Around 5-10 pages/slides.

Company: Nexus Group
Product: agriculture service
Audience: marketing team
Ref: 7889-LEG",medium,83,B,0.46,3,3,3,2,Missing examples | Stakeholders identified | Well-structured sections | Inconsistent terminology | Scope clearly defined,206,26,49.35,D,Poor,1,1,0.038461538461538464
17478,report,"Working on a report for hospitality team. Needs to be informative but not too technical. Include actionable items.

Product: automotive service
Ref: 7688-HOS",medium,79,C,0.52,2,2,2,2,Dependencies outlined | Version control noted | Scope clearly defined,160,23,37.56,F,Very Poor,0,0,0.0
17479,report,"report on agriculture topic

Ref: 8424-AGR",low,35,F,0.76,3,2,2,1,No escalation path | Vague objective statement | Timeline specified | No risk assessment | No deadline specified,44,6,33.11,F,Very Poor,0,0,0.0
17480,presentation,"make a presentation about insurance

Company: Nexus Group
Product: technology platform
Ref: 6201-INS",low,49,F,0.25,2,1,1,2,Compliance requirements listed | Comprehensive context provided | Clear role definition,104,13,34.28,F,Very Poor,0,0,0.0
17481,code,"Task: code for agriculture project

Requirements:
- Cover basics
- Include visuals
- Make it engaging

Deadline is next week.

Audience: administrators
Ref: 6891-AGR",medium,69,D,0.6,3,3,2,2,Assumptions documented | Missing examples | Reference materials cited | No deadline specified,175,24,42.5,D,Poor,1,1,0.041666666666666664
17482,document,"help with automotive document

Company: Pinnacle Co
Ref: 8025-AUT",low,31,F,0.1,3,2,1,2,Scope clearly defined | Dependencies outlined | Technical requirements clear,68,9,45.04,D,Poor,0,0,0.0
17483,data_analysis,"Help me create a data_analysis focused on e-commerce. It needs to be clear and organized. Target audience is managers.

Ref: 6244-E-C",medium,79,C,0.36,4,2,3,4,Dependencies outlined | Detailed methodology included | Success metrics defined,135,21,59.08,C,Average,0,0,0.0
17484,document,"Develop a document about e-commerce strategy. Include market analysis and recommendations. Business audience.

Company: Fusion Brands
Audience: executives
Ref: 8316-E-C",medium,78,C,0.31,2,4,2,3,Timeline specified | No accessibility considerations | Dependencies outlined,172,20,53.19,D,Poor,0,0,0.0
17485,post,"Role: Community manager for automotive forum.

Task: Create discussion prompts for automotive professional community.

Instructions:
1. Weekly discussion topics
2. AMA (Ask Me Anything) formats
3. Poll questions
4. Resource sharing posts

Constraints:
- Inclusive language
- Moderation guidelines
- Growth-focused content

Output Format: Content plan with engagement metrics.

Ref: 9224-AUT",high,92,A,0.34,4,4,5,5,No risk assessment | No accessibility considerations,407,51,79.06,B,Good,0,0,0.0
17486,presentation,"presentation healthcare help

Audience: marketing team
Ref: 5571-HEA",low,32,F,0.25,2,1,1,2,Detailed methodology included | Comprehensive context provided | Scope clearly defined,71,8,34.28,F,Very Poor,0,0,0.0
17487,other,"need other for e-commerce stuff

Timeline: weekly
Ref: 5355-E-C",low,31,F,0.83,1,2,1,2,Detailed methodology included | Missing glossary | Dependencies outlined | Lacks prioritization,66,9,26.5,F,Very Poor,0,0,0.0
17488,document,"Role: Grant writer for marketing nonprofit.

Task: Write compelling grant proposal for marketing initiative funding.

Instructions:
1. Executive summary
2. Statement of need
3. Project description and goals
4. Budget justification

Constraints:
- Funder-specific format
- Measurable outcomes
- Sustainability plan

Output Format: PDF proposal with supporting attachments.

Company: Synergy Works
Ref: 1284-MAR",high,93,A,0.34,5,5,4,5,Version control noted | Incomplete background info | Compliance requirements listed,427,53,82.75,B,Good,0,0,0.0
17489,presentation,"Role: Sales engineer creating agriculture product demos.

Task: Build interactive product presentation for agriculture clients.

Instructions:
1. Company overview (2 slides)
2. Product features with screenshots
3. ROI calculator section
4. Implementation timeline

Constraints:
- Customizable for different clients
- Professional color scheme
- Embedded video demos

Output Format: PowerPoint with embedded media and Excel calculator.

Product: energy framework
Timeline: Q4 2024
Ref: 1396-AGR",high,97,A,0.18,5,5,5,5,Professional tone maintained | Incomplete background info | Well-structured sections,512,64,94.02,A,Excellent,0,0,0.0
17490,other,"I need a other for hospitality purposes. It should cover the main points and be around medium length. Please include examples if possible.

Company: Nexus Group
Platform: AWS
Ref: 8091-HOS",medium,82,B,0.6,4,3,2,3,Specific deliverables mentioned | Clear role definition,192,30,48.78,D,Poor,1,1,0.03333333333333333
17491,data_analysis,"need data_analysis for finance stuff

Product: e-commerce framework
Timeline: monthly
Ref: 2467-FIN",low,45,F,0.28,1,1,2,2,Lacks formatting guidance | Scope clearly defined | Comprehensive context provided,103,12,34.1,F,Very Poor,0,0,0.0
